id_pdc_local;statut_pdc;arrondissement;id_station_local;id_station_itinerance;nom_station;code_insee_commune;implantation_station;nbre_pdc;date_maj;condition_acces;adresse_station;coordonneesxy;gratuit;paiement_acte;paiement_cb;paiement_autre;reservation;observations;num_pdl;siren_amenageur;contact_amenageur;nom_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;tarification;id_pdc_itinerance;date_mise_en_service;accessibilite_pmr;restriction_gabarit;station_deux_roues;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;prise_type_3;horaires;raccordement
FR*V75*E9018*05*1;En service;18e Arrondissement;FR*V75*P9018*05;FRV75P901805;Paris | Rue Ordener 27;75118;Voirie;3;2024-07-01;Accès libre;27 Rue Ordener 75018 Paris;48.89061, 2.35423;false;true;false;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;07594211188364;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75E9018051;2021-03-15T14:42:19+00:00;Non accessible;aucune restriction;False;22;True;True;True;True;False;True;24/7;Direct
FR*V75*E9019*01*2;En service;19e Arrondissement;FR*V75*P9019*01;FRV75P901901;Paris | Avenue de Flandre 10;75119;Voirie;3;2024-07-01;Accès libre;10 Avenue de Flandre 75019 Paris;48.88472, 2.369961;false;true;false;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;07573371825824;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75E9019012;2021-03-15T14:42:20+00:00;Non accessible;aucune restriction;False;4;True;False;False;False;False;False;24/7;Direct
FR*V75*E9020*04*3;En service;20e Arrondissement;FR*V75*P9020*04;FRV75P902004;Paris | Rue des Pyrénées 127;75120;Voirie;3;2024-07-01;Accès libre;127 Rue des Pyrénées 75020 Paris;48.857094, 2.403802;false;true;false;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;07268017257053;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75E9020043;2021-03-15T14:42:24+00:00;Non accessible;aucune restriction;False;22;True;True;True;True;False;True;24/7;Direct
FR*V75*EPX01*02*2;En service;Paris centre;FR*V75*PPX01*02;FRV75PPX0102;Paris | Rue Jean-Jacques Rousseau 62;75101;Voirie;4;2024-07-01;Accès libre;62 Jean-Jacques Rousseau 75001 Paris;48.86409, 2.3437343;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7124167795544;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX01022;2021-05-12T10:00:05+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX04*04*1;En service;Paris centre;FR*V75*PPX04*04;FRV75PPX0404;Paris | Boulevard Bourdon 9;75104;Voirie;6;2024-07-01;Accès libre;9 Boulevard Bourdon 75004 Paris;48.848423, 2.366004;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7155426841372;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04041;2021-05-28T15:52:48+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX04*04*2;En service;Paris centre;FR*V75*PPX04*04;FRV75PPX0404;Paris | Boulevard Bourdon 9;75104;Voirie;6;2024-07-01;Accès libre;9 Boulevard Bourdon 75004 Paris;48.848423, 2.366004;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7155426841372;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04042;2021-05-28T15:52:59+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX04*04*6;En service;Paris centre;FR*V75*PPX04*04;FRV75PPX0404;Paris | Boulevard Bourdon 9;75104;Voirie;6;2024-07-01;Accès libre;9 Boulevard Bourdon 75004 Paris;48.848423, 2.366004;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7155426841372;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04046;2021-05-28T15:53:41+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX05*01*3;En service;05e Arrondissement;FR*V75*PPX05*01;FRV75PPX0501;Paris | Quai de la Tournelle 21;75105;Voirie;4;2024-07-01;Accès libre;21 Quai de la Tournelle 75005 Paris;48.850033, 2.354431;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7358900051305;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX05013;2021-05-21T17:44:13+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX06*02*2;En service;06e Arrondissement;FR*V75*PPX06*02;FRV75PPX0602;Paris | Rue Danton 8;75106;Voirie;6;2024-07-01;Accès libre;8 Rue Danton 75006 Paris;48.85262, 2.342107;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7338350123508;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX06022;2021-05-19T18:30:40+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX10*01*4;En service;10e Arrondissement;FR*V75*PPX10*01;FRV75PPX1001;Paris | Rue Pierre Chausson 1;75110;Voirie;4;2024-07-01;Accès libre;1 Rue Pierre Chausson 75010 Paris;48.87026, 2.3600461;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7122865336265;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10014;2021-05-19T13:33:09+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX05*04*2;En service;05e Arrondissement;FR*V75*PPX05*04;FRV75PPX0504;Paris | Rue Monge  99;75105;Voirie;5;2024-07-01;Accès libre;99 Rue Monge 75005 Paris;48.84116, 2.352454;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7359768358199;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX05042;2021-06-04T14:38:07+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX05*04*1;En service;05e Arrondissement;FR*V75*PPX05*04;FRV75PPX0504;Paris | Rue Monge  99;75105;Voirie;5;2024-07-01;Accès libre;99 Rue Monge 75005 Paris;48.84116, 2.352454;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7359768358199;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX05041;2021-06-04T14:37:42+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX06*03*1;En service;06e Arrondissement;FR*V75*PPX06*03;FRV75PPX0603;Paris | Rue Mayet  2;75106;Voirie;4;2024-07-01;Accès libre;8 Rue Mayet 75006 Paris;48.84737, 2.3182092;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7339073712564;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX06031;2021-05-28T13:16:40+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX07*04*4;En service;07e Arrondissement;FR*V75*PPX07*04;FRV75PPX0704;Paris | Avenue de Ségur  55;75107;Voirie;6;2024-07-01;Accès libre;55 Avenue de Ségur 75007 Paris;48.849297, 2.3077698;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7408827685240;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX07044;2021-06-17T13:04:27+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX09*01*3;En service;09e Arrondissement;FR*V75*PPX09*01;FRV75PPX0901;Paris | Rue Jules Lefèbvre 1;75109;Voirie;7;2024-07-01;Accès libre;1 Rue Jules Lefèbvre 75009 Paris;48.880447, 2.3283632;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7112156219189;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09013;2021-06-30T09:33:31+00:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX20*02*4;En service;20e Arrondissement;FR*V75*PPX20*02;FRV75PPX2002;Paris | Rue de Belleville 265;75120;Voirie;7;2024-07-01;Accès libre;265 Rue de Belleville 75020 Paris;48.87559, 2.399738;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7277279198080;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20024;2021-07-07T09:21:17+00:00;Réservé PMR;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX20*02*7;En service;20e Arrondissement;FR*V75*PPX20*02;FRV75PPX2002;Paris | Rue de Belleville 265;75120;Voirie;7;2024-07-01;Accès libre;265 Rue de Belleville 75020 Paris;48.87559, 2.399738;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7277279198080;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20027;2021-07-07T09:21:36+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX19*01*4;En service;19e Arrondissement;FR*V75*PPX19*01;FRV75PPX1901;Paris | Rue Botzaris 76;75119;Voirie;4;2024-07-01;Accès libre;304 Rue Botzaris 75019 Paris;48.879482, 2.388647;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7293921745318;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX19014;2021-06-04T15:10:40+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX09*12*3;En service;09e Arrondissement;FR*V75*PPX09*12;FRV75PPX0912;Paris | Rue Paul Escudier  2;75112;Voirie;6;2024-07-01;Accès libre;2 Rue Paul Escudier 75009 Paris;48.880642, 2.3317475;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7158465915016;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09123;2021-06-25T12:03:29+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX09*12*4;En service;09e Arrondissement;FR*V75*PPX09*12;FRV75PPX0912;Paris | Rue Paul Escudier  2;75112;Voirie;6;2024-07-01;Accès libre;2 Rue Paul Escudier 75009 Paris;48.880642, 2.3317475;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7158465915016;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09124;2021-06-25T12:03:34+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX20*04*6;En service;20e Arrondissement;FR*V75*PPX20*04;FRV75PPX2004;Paris | bis Rue du Capitaine Ferber 5;75120;Voirie;6;2024-07-01;Accès libre;5 bis Rue du Capitaine Ferber 75020 Paris;48.86536, 2.405207;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7256729270625;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20046;2022-01-27T15:34:19+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX11*04*2;En service;11e Arrondissement;FR*V75*PPX11*04;FRV75PPX1104;Paris | Avenue Philippe Auguste 126;75111;Voirie;5;2024-07-01;Accès libre;126 Avenue Philippe Auguste 75011 Paris;48.857796, 2.390264;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7293198156331;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX11042;2021-06-24T15:53:58+00:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX11*08*4;En service;11e Arrondissement;FR*V75*PPX11*08;FRV75PPX1108;Paris | Boulevard Richard Lenoir 36;75111;Voirie;4;2024-07-01;Accès libre;36 Boulevard Richard Lenoir 75011 Paris;48.857258, 2.37139;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7272937664025;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX11084;2021-06-18T11:17:13+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX07*06*4;En service;07e Arrondissement;FR*V75*PPX07*06;FRV75PPX0706;Paris | Rue de Bellechasse 5;75107;Voirie;5;2024-07-01;Accès libre;5 Rue de Bellechasse 75007 Paris;48.85988, 2.3245049;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7329377619136;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX07064;2021-07-07T08:26:26+00:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX10*03*2;En service;10e Arrondissement;FR*V75*PPX10*03;FRV75PPX1003;Paris | Avenue Richerand 11;75110;Voirie;7;2024-07-01;Accès libre;11 Avenue Richerand 75010 Paris;48.87237, 2.366288;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7172648259230;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10032;2021-07-07T09:04:10+00:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX18*01*5;En service;18e Arrondissement;FR*V75*PPX18*01;FRV75PPX1801;Paris | Rue Fernand Labori  1;75118;Voirie;7;2024-07-01;Accès libre;1 Rue Fernand Labori 75018 Paris;48.898304, 2.3423252;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7546888469778;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18015;2021-07-13T12:42:26+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX15*13*1;En service;15e Arrondissement;FR*V75*PPX15*13;FRV75PPX1513;Paris | Rue Cotentin 29;75115;Voirie;7;2024-07-01;Accès libre;29 Rue Cotentin 75015 Paris;48.838547, 2.312675;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7495224211946;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15131;2022-01-21T14:32:39+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX15*13*6;En service;15e Arrondissement;FR*V75*PPX15*13;FRV75PPX1513;Paris | Rue Cotentin 29;75115;Voirie;7;2024-07-01;Accès libre;29 Rue Cotentin 75015 Paris;48.838547, 2.312675;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7495224211946;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15136;2022-01-21T14:34:31+00:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX20*06*5;En service;20e Arrondissement;FR*V75*PPX20*06;FRV75PPX2006;Paris | Rue Julien Lacroix 39;75120;Voirie;6;2024-07-01;Accès libre;39 Rue Julien Lacroix 75020 Paris;48.86986, 2.38494;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7221273409414;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20065;2021-07-07T09:10:44+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX18*04*3;En service;18e Arrondissement;FR*V75*PPX18*04;FRV75PPX1804;Paris | Rue Caulaincourt 17;75118;Voirie;4;2024-07-01;Accès libre;17 Rue Caulaincourt 75018 Paris;48.887253, 2.3330069;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7576555618999;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18043;2021-07-29T12:34:06+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX01*05*1;En service;Paris centre;FR*V75*PPX01*05;FRV75PPX0105;Paris | Rue des Croix des Petits Champs 4;75101;Voirie;4;2024-07-01;Accès libre;4 Rue des Croix des Petits Champs 75001 Paris;48.862465, 2.3393006;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7134298042780;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX01051;2021-09-21T13:32:11+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX02*06*2;En service;Paris centre;FR*V75*PPX02*06;FRV75PPX0206;Paris | Rue de la Paix 24;75102;Voirie;5;2024-07-01;Accès libre;24 Rue de la Paix 75002 Paris;48.869926, 2.3320835;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7162228577968;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX02062;2021-08-27T08:39:35+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX02*07*4;En service;Paris centre;FR*V75*PPX02*07;FRV75PPX0207;Paris | Rue d'Uzès 1;75102;Voirie;5;2024-07-01;Accès libre;1 Rue d'Uzès 75002 Paris;48.870422, 2.3454537;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7166280676326;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX02074;2021-10-12T16:15:38+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX04*05*4;En service;Paris centre;FR*V75*PPX04*05;FRV75PPX0405;Paris | Quai de Béthune 36;75104;Voirie;3;2024-07-01;Accès libre;36 Quai de Béthune 75004 Paris;48.851254, 2.3564553;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7368885579580;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04054;2021-08-11T10:18:35+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX04*06*6;En service;Paris centre;FR*V75*PPX04*06;FRV75PPX0406;Paris | Quai du Marché Neuf 8;75104;Voirie;6;2024-07-01;Accès libre;8 Quai du Marché Neuf 75004 Paris;48.8542, 2.345341;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7392764016590;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04066;2021-08-17T09:57:33+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX07*08*6;En service;07e Arrondissement;FR*V75*PPX07*08;FRV75PPX0708;Paris | Avenue de la Bourdonnais 45;75107;Voirie;6;2024-07-01;Accès libre;45 Avenue de la Bourdonnais 75007 Paris;48.85807, 2.299582;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7431403662271;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX07086;2021-09-01T07:34:36+00:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX06*07*2;En service;06e Arrondissement;FR*V75*PPX06*07;FRV75PPX0607;Paris | Rue du Four 38;75106;Voirie;6;2024-07-01;Accès libre;38 Rue du Four 75006 Paris;48.85245, 2.3314662;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7387120022249;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX06072;2021-08-17T10:00:14+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX06*07*5;En service;06e Arrondissement;FR*V75*PPX06*07;FRV75PPX0607;Paris | Rue du Four 38;75106;Voirie;6;2024-07-01;Accès libre;38 Rue du Four 75006 Paris;48.85245, 2.3314662;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7387120022249;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX06075;2021-08-17T10:00:24+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX08*13*4;En service;08e Arrondissement;FR*V75*PPX08*13;FRV75PPX0813;Paris | Rue François 1er 38;75108;Voirie;6;2024-07-01;Accès libre;38 Rue François 1er 75008 Paris;48.86821, 2.3046348;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7454992663469;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08134;2021-09-21T13:14:23+00:00;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;24/7;Direct
FR*V75*EPX12*07*5;En service;12e Arrondissement;FR*V75*PPX12*07;FRV75PPX1207;Paris | Boulevard de la Bastille 20;75112;Voirie;6;2024-07-01;Accès libre;20 Boulevard de la Bastille 75012 Paris;48.84837, 2.367915;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib,Plus d'information - https://belib.paris.fr;7299710457112;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX12075;2021-09-01T07:37:22+00:00;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;24/7;Direct
